1.3862944	1.3862944	1.3862944	1.3862944	
12.279444	0.75019245	0.63919881	12.279444	
0.72412822	13.8551	13.8551	0.66310093	
1.3862944	1.3862944	1.3862944	1.3862944	
1.3862944	1.3862944	1.3862944	1.3862944	
12.241334	0.67458305	0.71208214	12.241334	
0.8577364	12.278119	12.278119	0.55187393	
1.3862944	1.3862944	1.3862944	1.3862944	
13.297133	1.997005	0.14588693	13.297133	
1.3862944	1.3862944	1.3862944	1.3862944	
1.3862944	1.3862944	1.3862944	1.3862944	
0.44855704	13.291659	13.291659	1.0176378	
13.30518	1.6534668	0.21243682	13.30518	
1.3862944	1.3862944	1.3862944	1.3862944	
1.3862944	1.3862944	1.3862944	1.3862944	
0.678498	12.921534	12.921534	0.70802408	
